#;;;;;;;;
#;;;;;;;;
#;;;;;;;;
#t (s);#V (mV);;;;;;;
-0,03;-3,531E-01;;;;;;;
0,99;-3,538E-01;;;;;;;
1,99;-3,539E-01;;;;;;;
2,99;-3,542E-01;;;;;;;
4,00;-3,545E-01;;;;;;;
5,00;-3,549E-01;;;;;;;
6,00;-3,554E-01;;;;;;;
7,01;-3,557E-01;;;;;;;
8,01;-3,560E-01;;;;;;;
9,01;-3,561E-01;;;;;;;
10,01;-3,563E-01;;;;;;;
11,01;-3,568E-01;;;;;;;
12,01;-3,570E-01;;;;;;;
13,01;-3,573E-01;;;;;;;
14,01;-3,574E-01;;;;;;;
15,01;-3,577E-01;;;;;;;
16,01;-3,583E-01;;;;;;;
17,01;-3,584E-01;;;;;;;
18,01;-3,584E-01;;;;;;;
19,01;-3,587E-01;;;;;;;
20,01;-3,588E-01;;;;;;;
21,01;-3,594E-01;;;;;;;
22,01;-3,594E-01;;;;;;;
23,01;-3,596E-01;;;;;;;
24,03;-3,597E-01;;;;;;;
25,03;-3,599E-01;;;;;;;
26,03;-3,601E-01;;;;;;;
27,03;-3,603E-01;;;;;;;
28,03;-3,602E-01;;;;;;;
29,03;-3,605E-01;;;;;;;
30,03;-3,608E-01;;;;;;;
31,03;-3,614E-01;;;;;;;
32,03;-3,613E-01;;;;;;;
33,03;-3,612E-01;;;;;;;
34,03;-3,615E-01;;;;;;;
35,03;-3,613E-01;;;;;;;
36,03;-3,616E-01;;;;;;;
37,03;-3,618E-01;;;;;;;
38,03;-3,618E-01;;;;;;;
39,03;-3,620E-01;;;;;;;
40,03;-3,620E-01;;;;;;;
41,03;-3,624E-01;;;;;;;
42,03;-3,623E-01;;;;;;;
43,03;-3,624E-01;;;;;;;
44,03;-3,622E-01;;;;;;;
45,03;-3,627E-01;;;;;;;
46,03;-3,626E-01;;;;;;;
47,03;-3,626E-01;;;;;;;
48,03;-3,626E-01;;;;;;;
49,04;-3,628E-01;;;;;;;
50,04;-3,631E-01;;;;;;;
51,04;-3,629E-01;;;;;;;
52,04;-3,632E-01;;;;;;;
53,04;-3,628E-01;;;;;;;
54,04;-3,628E-01;;;;;;;
55,04;-3,632E-01;;;;;;;
56,04;-3,631E-01;;;;;;;
57,04;-3,629E-01;;;;;;;
58,04;-3,631E-01;;;;;;;
59,04;-3,630E-01;;;;;;;
60,04;-3,630E-01;;;;;;;
61,04;-3,633E-01;;;;;;;
62,04;-3,633E-01;;;;;;;
63,04;-3,634E-01;;;;;;;
64,04;-3,630E-01;;;;;;;
65,04;-3,584E-01;;;;;;;
66,03;-3,304E-01;;;;;;;
67,03;-2,802E-01;;;;;;;
68,03;-2,131E-01;;;;;;;
69,03;-1,361E-01;;;;;;;
70,03;-5,176E-02;;;;;;;
71,03;3,750E-02;;;;;;;
72,03;1,295E-01;;;;;;;
73,03;2,232E-01;;;;;;;
74,03;3,177E-01;;;;;;;
75,03;4,128E-01;;;;;;;
76,03;5,076E-01;;;;;;;
77,03;6,021E-01;;;;;;;
78,03;6,950E-01;;;;;;;
79,03;7,864E-01;;;;;;;
80,03;8,767E-01;;;;;;;
81,03;9,635E-01;;;;;;;
82,03;1,049E+00;;;;;;;
83,03;1,132E+00;;;;;;;
84,03;1,214E+00;;;;;;;
85,03;1,294E+00;;;;;;;
86,03;1,372E+00;;;;;;;
87,03;1,448E+00;;;;;;;
88,03;1,523E+00;;;;;;;
89,03;1,594E+00;;;;;;;
90,03;1,663E+00;;;;;;;
91,03;1,730E+00;;;;;;;
92,03;1,795E+00;;;;;;;
93,03;1,858E+00;;;;;;;
94,03;1,918E+00;;;;;;;
95,03;1,977E+00;;;;;;;
96,03;2,034E+00;;;;;;;
97,03;2,089E+00;;;;;;;
98,03;2,143E+00;;;;;;;
99,03;2,195E+00;;;;;;;
100,03;2,245E+00;;;;;;;
101,05;2,294E+00;;;;;;;
102,05;2,341E+00;;;;;;;
103,05;2,387E+00;;;;;;;
104,05;2,432E+00;;;;;;;
105,05;2,475E+00;;;;;;;
106,05;2,516E+00;;;;;;;
107,05;2,557E+00;;;;;;;
108,05;2,596E+00;;;;;;;
109,06;2,634E+00;;;;;;;
110,06;2,671E+00;;;;;;;
111,06;2,706E+00;;;;;;;
112,06;2,740E+00;;;;;;;
113,06;2,772E+00;;;;;;;
114,06;2,804E+00;;;;;;;
115,06;2,834E+00;;;;;;;
116,06;2,864E+00;;;;;;;
