#
#
#
#t (s);#V (mV)
263.21;3.198E+00
264.21;3.196E+00
265.21;3.194E+00
266.21;3.185E+00
267.21;3.155E+00
268.21;3.105E+00
269.21;3.042E+00
270.21;2.968E+00
271.21;2.889E+00
272.21;2.804E+00
273.21;2.718E+00
274.21;2.630E+00
275.21;2.542E+00
276.21;2.453E+00
277.22;2.364E+00
278.24;2.276E+00
279.24;2.190E+00
280.25;2.105E+00
281.26;2.022E+00
282.26;1.941E+00
283.26;1.862E+00
284.26;1.785E+00
285.26;1.711E+00
286.26;1.638E+00
287.26;1.567E+00
288.26;1.498E+00
289.26;1.431E+00
290.26;1.366E+00
291.26;1.304E+00
292.26;1.243E+00
293.26;1.183E+00
294.26;1.126E+00
295.26;1.071E+00
296.26;1.017E+00
297.26;9.655E-01
298.28;9.141E-01
299.28;8.661E-01
300.28;8.193E-01
301.29;7.732E-01
302.29;7.293E-01
303.29;6.877E-01
304.29;6.466E-01
305.29;6.073E-01
306.29;5.693E-01
307.29;5.323E-01
308.29;4.970E-01
309.29;4.635E-01
310.29;4.304E-01
311.29;3.988E-01
312.29;3.682E-01
313.29;3.386E-01
314.29;3.104E-01
315.29;2.830E-01
316.29;2.569E-01
317.29;2.317E-01
318.29;2.069E-01
319.29;1.833E-01
320.29;1.610E-01
321.29;1.392E-01
322.29;1.180E-01
323.29;9.797E-02
324.29;7.841E-02
325.30;5.949E-02
326.30;4.147E-02
327.30;2.405E-02
328.30;7.367E-03
329.30;-8.187E-03
330.30;-2.390E-02
331.30;-3.857E-02
332.30;-5.281E-02
333.30;-6.609E-02
334.30;-7.952E-02
335.30;-9.198E-02
336.30;-1.040E-01
337.30;-1.158E-01
338.30;-1.269E-01
339.30;-1.375E-01
340.30;-1.480E-01
341.32;-1.580E-01
342.32;-1.673E-01
343.32;-1.762E-01
344.32;-1.849E-01
345.32;-1.933E-01
346.33;-2.013E-01
347.33;-2.092E-01
348.33;-2.162E-01
349.33;-2.234E-01
350.33;-2.303E-01
351.33;-2.365E-01
352.33;-2.426E-01
353.33;-2.482E-01
354.33;-2.544E-01
355.33;-2.592E-01
356.33;-2.646E-01
357.33;-2.698E-01
358.33;-2.739E-01
359.33;-2.785E-01
360.33;-2.826E-01
361.33;-2.867E-01
362.34;-2.907E-01
363.34;-2.940E-01
364.34;-2.976E-01
365.34;-3.013E-01
366.34;-3.040E-01
367.34;-3.072E-01
368.34;-3.097E-01
369.34;-3.126E-01
370.34;-3.151E-01
371.34;-3.175E-01
372.34;-3.199E-01
373.34;-3.216E-01
374.34;-3.241E-01
375.34;-3.258E-01
376.34;-3.275E-01
377.34;-3.293E-01
378.34;-3.308E-01
379.34;-3.321E-01
380.34;-3.337E-01
381.34;-3.349E-01
382.35;-3.359E-01
383.36;-3.371E-01
384.35;-3.383E-01
385.35;-3.390E-01
386.35;-3.398E-01
387.35;-3.406E-01
388.35;-3.414E-01
389.35;-3.421E-01
390.35;-3.426E-01
391.35;-3.429E-01
392.35;-3.435E-01
393.35;-3.438E-01
394.35;-3.442E-01
395.35;-3.446E-01
396.35;-3.448E-01
397.35;-3.447E-01
398.35;-3.448E-01
399.35;-3.447E-01
400.35;-3.446E-01
401.35;-3.443E-01
402.35;-3.444E-01
403.35;-3.442E-01
404.35;-3.439E-01
405.35;-3.438E-01
406.35;-3.436E-01
407.35;-3.432E-01
408.35;-3.431E-01
409.35;-3.428E-01
410.35;-3.420E-01
411.35;-3.420E-01
412.35;-3.416E-01
413.35;-3.411E-01
414.35;-3.406E-01
415.35;-3.403E-01
416.35;-3.396E-01
417.35;-3.392E-01
418.35;-3.383E-01
419.35;-3.375E-01
420.35;-3.372E-01
421.35;-3.368E-01
422.35;-3.364E-01
423.35;-3.354E-01
424.35;-3.345E-01
425.35;-3.341E-01
426.35;-3.333E-01
427.35;-3.324E-01
428.35;-3.318E-01
429.35;-3.312E-01
430.35;-3.303E-01
431.35;-3.291E-01
432.35;-3.288E-01
433.35;-3.279E-01
434.35;-3.270E-01
435.35;-3.265E-01
436.35;-3.254E-01


























































































































































































































































