#
#Caiguda de tensió (DC)
#a la sortida del microcalorímetre
#t (s);#V (mV)
1158.36;-4.228E-01
1159.38;-4.226E-01
1160.39;-4.222E-01
1161.41;-4.224E-01
1162.43;-4.219E-01
1163.44;-4.214E-01
1164.47;-4.212E-01
1165.49;-4.210E-01
1166.50;-4.205E-01
1167.51;-4.205E-01
1168.55;-4.200E-01
1169.56;-4.193E-01
1170.58;-4.192E-01
1171.59;-4.188E-01
1172.61;-4.183E-01
1173.62;-4.182E-01
1174.64;-4.180E-01
1175.66;-4.174E-01
1176.67;-4.173E-01
1177.69;-4.164E-01
1178.70;-4.162E-01
1179.72;-4.157E-01
1180.73;-4.158E-01
1181.75;-4.149E-01
1182.76;-4.149E-01
1183.78;-4.147E-01
1184.80;-4.139E-01
1185.81;-4.136E-01
1186.83;-4.132E-01
1187.83;-4.131E-01
1188.84;-4.125E-01
1189.86;-4.120E-01
1190.87;-4.114E-01
1191.91;-4.112E-01
1192.93;-4.108E-01
1193.96;-4.105E-01
1194.98;-4.100E-01
1196.00;-4.097E-01
1197.01;-4.096E-01
1198.03;-4.090E-01
1199.04;-4.087E-01
1200.06;-4.082E-01
1201.07;-4.080E-01
1202.09;-4.074E-01
1203.10;-4.072E-01
1204.12;-4.066E-01
1205.14;-4.065E-01
1206.15;-4.059E-01
1207.17;-4.056E-01
1208.18;-4.051E-01
1209.20;-4.044E-01
1210.21;-4.044E-01
1211.23;-4.039E-01
1212.25;-4.032E-01
1213.26;-4.033E-01
1214.28;-4.025E-01
1215.29;-4.022E-01
1216.31;-4.017E-01
1217.32;-4.012E-01
1218.34;-4.006E-01
1219.35;-4.005E-01
1220.37;-4.003E-01
1221.39;-4.002E-01
1222.40;-3.999E-01
1223.42;-3.991E-01
1224.43;-3.990E-01
1225.45;-3.985E-01
1226.46;-3.980E-01
1227.48;-3.977E-01
1228.49;-3.971E-01
1229.51;-3.969E-01
1230.54;-3.958E-01
1231.55;-3.960E-01
1232.57;-3.957E-01
1233.59;-3.950E-01
1234.60;-3.945E-01
1235.62;-3.942E-01
1236.63;-3.935E-01
1237.65;-3.932E-01
1238.66;-3.927E-01
1239.68;-3.924E-01
1240.69;-3.922E-01
1241.71;-3.914E-01
1242.73;-3.908E-01
1243.74;-3.909E-01
1244.76;-3.900E-01
1245.77;-3.896E-01
1246.79;-3.897E-01
1247.80;-3.893E-01
1248.82;-3.888E-01
1249.84;-3.884E-01
1250.84;-3.878E-01
1251.85;-3.874E-01
1252.87;-3.872E-01
1253.89;-3.867E-01
1254.93;-3.860E-01
1255.93;-3.857E-01
1256.96;-3.855E-01
1257.97;-3.848E-01
1259.00;-3.846E-01
1260.02;-3.843E-01
1261.03;-3.837E-01
1262.05;-3.833E-01
1263.07;-3.830E-01
1264.08;-3.822E-01
1265.10;-3.823E-01
1266.11;-3.819E-01
1267.13;-3.809E-01
1268.14;-3.807E-01
1269.16;-3.802E-01
1270.18;-3.800E-01
1271.19;-3.794E-01
1272.21;-3.790E-01
1273.24;-3.784E-01
1274.26;-3.781E-01
1275.30;-3.782E-01
1276.31;-3.775E-01
1277.33;-3.771E-01
1278.34;-3.765E-01
1279.36;-3.761E-01
1280.37;-3.755E-01
1281.39;-3.751E-01
